LobbyingEntity,DateRange,Lobbyist,Client,House/Senate,BillNumber,BillActivity,AgentPosition,Amount,DirectBusinessAssosciation
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,2263,An Act to restrict the use of polystyrene,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,2268,An Act for healthy and green public schools,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,2348,An Act to ban the use of PFAS in food packaging,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,2350,An Act restricting toxic PFAS chemicals in consumer products to protect our health,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,2391,An Act to prohibit the use of polystyrene foam food containers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,2475,An Act relative to the reduction of certain toxic chemicals in firefighter personal protective equipment,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,3643,An Act relative to the airborne hazards and open burn pit registry,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,207,An Act relative to toxic-free kids,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,232,An Act protecting innocent sellers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,517,An Act to save recycling costs in the commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,529,An Act protecting water systems through the labeling of flushable wipes,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,534,An Act to reform the toxic use reduction act,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,556,An Act providing for the public health by establishing an ecologically based mosquito management program in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,593,An Act to protect the Commonwealth from toxic chemicals,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,604,An Act establishing tracking and reporting requirements for Massachusetts transportation fuels and associated greenhouse gas emissions,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,610,An Act to save recycling costs in the commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,624,An Act studying the effect of per- and polyfluoroalkyl substances in commercial products,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,1056,An Act enhancing justice for families harmed by lead,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,1193,An Act relative to manufacturing and factory worker protection from COVID-19,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,1122,An Act relative to bodily autonomy and family integrity,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,1370,An Act to restrict the use of polystyrene,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,1382,An Act for healthy and green public schools,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,1387,An Act restricting toxic PFAS chemicals in consumer products to protect our health,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,1410,An Act relative to newborn infant products,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,1494,An Act relative to chemicals in food packaging,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,1576,An Act relative to the reduction of certain toxic chemicals in firefighter personal protective equipment,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,1613,An Act establishing a board of hoisting machinery regulations,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",Senate Bill,2431,An Act relative to the Airborne Hazards and Open Burn Pit Registry,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Windward Trading Group, Ltd",Executive,Department of Environmental Protection (DEP),Assistance and information relative to recycling grants and introductions to delegation members for general awareness of operations and the business within their district.,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Massachusetts Military Support Foundation,House Bill,2,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Massachusetts Military Support Foundation,House Bill,4700,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Support,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Massachusetts Military Support Foundation,House Bill,3655,An Act to support military personnel and families,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Massachusetts Military Support Foundation,House Bill,4701,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Massachusetts Military Support Foundation,Senate Bill,4,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Massachusetts Military Support Foundation,Senate Bill,2915,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Massachusetts Military Support Foundation,Senate Bill,2416,An Act to support military personnel and families,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,Ernst & Young LLP,Executive,Executive Office of Elder Affairs (EOEA) (Executive Office of Health and Human Services),"Services outreach relative to technology, finance auditing and Human Relations assessments.",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,Ernst & Young LLP,Executive,Massachusetts Bay Transportation Authority (MBTA) (Massachusetts Department of Transportation),"Services outreach relative to technology, finance auditing and Human Relations assessments.",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,Ernst & Young LLP,Executive,Massachusetts Department of Transportation (MassDOT),"Services outreach relative to technology, finance auditing and Human Relations assessments.",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,Ernst & Young LLP,Executive,University of Massachusetts (UMass) (Executive Office of Education),"Services outreach relative to technology, finance auditing and Human Relations assessments.",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,"Abiomed, Inc",House Bill,341,An Act relative to the digital right to repair,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,"Abiomed, Inc",Senate Bill,790,An Act to define modest meals and refreshments in prescriber education settings,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,"Abiomed, Inc",Senate Bill,1480,An Act to prevent undue influence on prescriber behavior,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,"Abiomed, Inc",Senate Bill,1907,An Act relative to excessive executive compensation,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,"Abiomed, Inc",Senate Bill,1481,An Act to restore integrity in the marketing of pharmaceutical products and medical devices,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,A Day for Democracy ,House Bill,2011,An Act protecting the right to time off for voting,Support,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,A Day for Democracy ,Senate Bill,484,An Act modernizing access and improving laws in voting,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,A Day for Democracy ,Senate Bill,1174,An Act Protecting the Right to Time Off for Voting,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,The Ambassador Theatre Group,House Bill,1487,An Act relative to stop fraudulent representation of business against performers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,The Ambassador Theatre Group,House Bill,2828,An Act creating a pilot program to enhance economic and community development through live theatrical arts,Support,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,The Ambassador Theatre Group,House Docket,1254,An Act establishing a live theater pilot program,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,The Ambassador Theatre Group,Senate Bill,280,An Act creating a creative economy master plan,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,The Ambassador Theatre Group,Senate Bill,1816,An Act creating a pilot program to enhance economic and community development through live theatrical arts,Support,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,The Ambassador Theatre Group,Senate Bill,1919,An Act relative to real estate tax abatements to help businesses impacted by the Phase IV reopening plan,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,The Ambassador Theatre Group,Senate Bill,2565,Order relative to procedures to be followed when considering the House Bill relative to immediate COVID-19 recovery needs,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,The Ambassador Theatre Group,Senate Bill,2580,An Act relative to immediate COVID-19 recovery needs,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,The Ambassador Theatre Group,House Bill,4720,"An Act investing in future opportunities for resiliency, workforce, and revitalized downtowns",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,The Ambassador Theatre Group,House Bill,4864,"An Act investing in future opportunities for resiliency, workforce, and revitalized downtowns",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,The Ambassador Theatre Group,House Bill,4977,"An Act investing in future opportunities for resiliency, workforce, and revitalized downtowns",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,"Hometown America, L.L.C.",House Bill,1376,An Act relative to manufactured housing,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,"Hometown America, L.L.C.",House Bill,1402,An Act relative to manufactured housing communities,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,"Hometown America, L.L.C.",Senate Bill,904,An Act relative to manufactured housing communities,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,"Hometown America, L.L.C.",House Bill,4686,An Act relative to manufactured housing,Support,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,"HDR Engineering, Inc.",House Bill,57,An Act financing improvements to municipal roads and bridges,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,"HDR Engineering, Inc.",House Bill,3852,An Act financing improvements to municipal roads and bridges,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,"HDR Engineering, Inc.",House Bill,3903,An Act financing improvements to municipal roads and bridges,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,"HDR Engineering, Inc.",House Bill,3951,An Act financing improvements to municipal roads and bridges,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,"HDR Engineering, Inc.",Senate Bill,2486,An Act financing improvements to municipal roads and bridges,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,Zeiterion Theatre Inc,House Bill,2,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Lindsay Toghill,Zeiterion Theatre Inc,House Bill,4701,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
