LobbyingEntity,DateRange,Lobbyist,Client,House/Senate,BillNumber,BillActivity,AgentPosition,Amount,DirectBusinessAssosciation
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,1942,An Act requiring OSHA training,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,1950,An Act relative to wage transparency,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,1966,An Act relative to workplace safety and disclosure of violations,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,1967,"An Act relative to non-disclosure agreements relating to a claim of discrimination, non-payment of wages or benefits, retaliation, harassment or violation of public policy in employment",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,1989,An Act relative to pay equity,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2014,An Act requiring human service employers to develop and implement programs that prevent workplace violence,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2018,An Act relative to employment protections for victims of abusive behavior,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2019,An Act regulating the use of credit reports by employers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2020,An Act relative to transparency in the workplace,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2023,An Act ensuring domestic violence victims' protections for all employees in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2026,An Act relative to nondiscrimination training in the workplace,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2056,An Act prohibiting employment discrimination based on the legal use of cannabis,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2071,An Act relative to opioid drug manufacturer assessments,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2097,An Act advancing public health and safety using fentanyl testing strips,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2335,An Act to update postural screenings in schools,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2235,An Act to improve patient access to prescription medication,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2262,An Act relative to protecting public health and reducing health care costs,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2269,An Act to ensure safe medication administration,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2291,An Act relative to hospital medical staffs,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2316,An Act authorizing a 90-day supply of medically necessary testosterone therapy medication,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2325,An Act relative to pharmacy testing,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2377,An Act to permit the wholesale importation of prescription drugs into the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2387,An Act relative to the availability of prescription medication during an emergency,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,2529,An Act relative to furthering the success of opiate intervention programs,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,3637,Resolutions urging the Congress of the United States to update the Drug Addiction Treatment Act of 2000 and remove excessive training requirements mandated for obtaining a waiver to prescribe buprenorphine,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,3787,An Act relative to pharmacy benefit managers reimbursements to pharmacies in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,3796,An Act relative to patient assessment and notification prior to prescribing certain medications,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,3843,An Act relative to dignity at work,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,4001,"An Act making appropriations for the fiscal year 2022 for the maintenance of the departments, boards, commissions, institutions and certain activities of the Commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,4002,"An Act making appropriations for the fiscal year 2022 for the maintenance of the departments, boards, commissions, institutions and certain activities of the Commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,46,An Act establishing the Massachusetts Information Privacy Act,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,243,An Act relative to preventing price gouging during an emergency,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,628,An Act relative to communications between health insurers and patients,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,643,An Act promoting consumer choice in health care,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,650,"An Act relating to patient cost, benefit and coverage information, choice, and price transparency",Support,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,675,An Act relative to mental health parity implementation,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,684,An Act to reduce the cost of pharmacy benefits,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,757,An Act relative to the examination of health care cost trends in MassHealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,771,"An Act relative to pharmaceutical access, costs and transparency",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,785,An Act to improve the accessibility and affordability of pharmaceutical drugs of public health concern,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,790,An Act to define modest meals and refreshments in prescriber education settings,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,810,An Act to clarify and enhance privacy protections for electronic health records,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1154,An Act regulating the use of credit reports by employers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1171,"An Act to require policies and training to prevent unlawful harassment, including sexual harassment",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1173,An Act relative to employment protections for victims of abusive behavior,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1183,An Act regulating the use of credit reports by employers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1185,An Act to establish the Dignity At Work Act (DAWA),Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1190,An Act relative to workplace safety and disclosure of violations,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1196,An Act relative to transparency in the workplace,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1200,"An Act addressing workplace bullying, mobbing, and harassment, without regard to protected class status while promoting healthy workplaces",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1206,An Act enhancing worker protection,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1208,An Act relative to wage transparency,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1223,An Act ensuring fair worker representation on corporate boards of directors,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1228,An Act relative to fair hiring practices,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1230,An Act expanding whistleblower protections,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1276,An Act addressing barriers to care for mental health,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1294,An Act strengthening prescription drug safety and drug stewardship,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1407,"An Act enabling pharmacists to prescribe, dispense and administer PrEP",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1420,An Act relative to accessible prescription labeling,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1451,An Act relative to the prescription monitoring program,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1480,An Act to prevent undue influence on prescriber behavior,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1481,An Act to restore integrity in the marketing of pharmaceutical products and medical devices,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,1490,An Act relative to smoking cessation agents,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,2465,"An Act making appropriations for the fiscal year 2022 for the maintenance of the departments, boards, commissions, institutions and certain activities of the Commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,2572,An Act addressing barriers to care for mental health,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,Senate Bill,2584,An Act addressing barriers to care for mental health,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Erin Riley,McKesson Corporation,House Bill,1190,"An Act relating to patient cost, benefit, and coverage information, choice, and price transparency",Support,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Good and Faithful Family Consulting,Executive,Massachusetts Bay Transportation Authority (MBTA) (Massachusetts Department of Transportation),Engaging Massachusetts Bay Transportation Authority leadership and relevant staff to ensure the concerns relative to noise reduction,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Good and Faithful Family Consulting,Executive,Massachusetts Department of Transportation (MassDOT),Engaging the Massachusetts Department of Transportation leadership and relevant staff to ensure the concerns relative to noise reduction,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Workday, Inc.",Executive,Executive Office for Administration and Finance (ANF),Outreach relative to technology and Human Relations assessments,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Ernst & Young LLP,Executive,Executive Office of Elder Affairs (EOEA) (Executive Office of Health and Human Services),"Services outreach relative to technology, finance auditing and Human Relations assessments.",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Ernst & Young LLP,Executive,Massachusetts Bay Transportation Authority (MBTA) (Massachusetts Department of Transportation),"Services outreach relative to technology, finance auditing and Human Relations assessments.",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Ernst & Young LLP,Executive,Massachusetts Department of Transportation (MassDOT),"Services outreach relative to technology, finance auditing and Human Relations assessments.",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Ernst & Young LLP,Executive,University of Massachusetts (UMass) (Executive Office of Education),"Services outreach relative to technology, finance auditing and Human Relations assessments.",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Affordable Interior Systems, Inc",Executive,Other,No activity,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Pegasystems Inc. ,Executive,Governors Council,Executive branch outreach for general awareness of PEGA capability and services.,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Pegasystems Inc. ,Executive,Department of Revenue (DOR),Executive branch outreach for general awareness of PEGA capability and services.,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Pegasystems Inc. ,Executive,Massachusetts Department of Transportation (MassDOT),Outreach for general awareness of PEGA capability and services.,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Pegasystems Inc. ,Executive,Other,Department of Energy outreach for general awareness of PEGA capability and services.,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Haywood Associates Incorporated d/b/a TransCOR Information Technologies,Executive,Department of Conservation and Recreation,Outreach related to procurement issues for their technology.,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Haywood Associates Incorporated d/b/a TransCOR Information Technologies,Executive,Executive Office of Housing and Economic Development (EOHED)(Executive Office of Health and Human Services),"Introductions to EOHED relative to expansion plans at their Whately, MA facility.",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Haywood Associates Incorporated d/b/a TransCOR Information Technologies,Executive,Executive Office of Energy and Environmental Affairs (EEA),Outreach related to procurement issues for their technology.,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Conduent State & Local Solutions, Inc.",House Bill,1958,"An Act to discourage employers from closing call centers and other customer service operations in the Commonwealth of Massachusetts and relocating overseas, and for other purposes",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Conduent State & Local Solutions, Inc.",House Bill,2056,An Act prohibiting employment discrimination based on the legal use of cannabis,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Covestro LLC,House Bill,2475,An Act relative to the reduction of certain toxic chemicals in firefighter personal protective equipment,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Covestro LLC,Senate Bill,207,An Act relative to toxic-free kids,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Covestro LLC,Senate Bill,232,An Act protecting innocent sellers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Covestro LLC,Senate Bill,604,An Act establishing tracking and reporting requirements for Massachusetts transportation fuels and associated greenhouse gas emissions,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,Covestro LLC,Senate Bill,1589,An Act relative to safe building materials,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"HDR Engineering, Inc.",House Bill,57,An Act financing improvements to municipal roads and bridges,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"HDR Engineering, Inc.",House Bill,3852,An Act financing improvements to municipal roads and bridges,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"HDR Engineering, Inc.",House Bill,3903,An Act financing improvements to municipal roads and bridges,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"HDR Engineering, Inc.",House Bill,3951,An Act financing improvements to municipal roads and bridges,Oppose,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"HDR Engineering, Inc.",Senate Bill,2486,An Act financing improvements to municipal roads and bridges,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,138,An Act relative to state marketplace transparency consumers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,348,An Act relative to greywater recycling,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,878,An Act to save recycling costs in the commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,893,An Act limiting toxics release inventory facilities in environmental justice communities,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,897,An Act protecting water systems through the labeling of flushable wipes,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,907,An Act of leadership by the state of Massachusetts to reduce single use plastics,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,934,An Act to improve the review and regulation of emerging contaminants on public water systems,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,937,An Act providing for the public health by establishing an ecologically based mosquito management program in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,939,An Act for Massachusetts toxic free kids,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,960,An Act relative to proper disposal of products containing PFAS,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,970,An Act to reform the Toxic Use Reduction Act,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,985,An Act studying the effect of per- and polyfluoroalkyl substances in commercial products,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,1725,An Act enhancing justice for families harmed by lead,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,1863,An Act relative to tort actions for latent diseases,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,2268,An Act for healthy and green public schools,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,2348,An Act to ban the use of PFAS in food packaging,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,2350,An Act restricting toxic PFAS chemicals in consumer products to protect our health,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,2391,An Act to prohibit the use of polystyrene foam food containers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,2475,An Act relative to the reduction of certain toxic chemicals in firefighter personal protective equipment,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,House Bill,3643,An Act relative to the airborne hazards and open burn pit registry,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,207,An Act relative to toxic-free kids,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,517,An Act to save recycling costs in the commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,529,An Act protecting water systems through the labeling of flushable wipes,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,534,An Act to reform the toxic use reduction act,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,556,An Act providing for the public health by establishing an ecologically based mosquito management program in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,593,An Act to protect the Commonwealth from toxic chemicals,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,610,An Act to save recycling costs in the commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,624,An Act studying the effect of per- and polyfluoroalkyl substances in commercial products,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,1056,An Act enhancing justice for families harmed by lead,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,1382,An Act for healthy and green public schools,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,1387,An Act restricting toxic PFAS chemicals in consumer products to protect our health,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,1410,An Act relative to newborn infant products,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,1423,An Act to reduce exposure to BPA,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,1494,An Act relative to chemicals in food packaging,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,3M Company,Senate Bill,1576,An Act relative to the reduction of certain toxic chemicals in firefighter personal protective equipment,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,1318,An Act to update Medicaid resource limits for seniors,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,348,An Act relative to greywater recycling,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,878,An Act to save recycling costs in the commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,893,An Act limiting toxics release inventory facilities in environmental justice communities,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,897,An Act protecting water systems through the labeling of flushable wipes,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,907,An Act of leadership by the state of Massachusetts to reduce single use plastics,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,910,An Act empowering towns and cities to protect residents and the environment from harmful pesticides,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,934,An Act to improve the review and regulation of emerging contaminants on public water systems,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,937,An Act providing for the public health by establishing an ecologically based mosquito management program in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,939,An Act for Massachusetts toxic free kids,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,960,An Act relative to proper disposal of products containing PFAS,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,970,An Act to reform the Toxic Use Reduction Act,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,985,An Act studying the effect of per- and polyfluoroalkyl substances in commercial products,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,1725,An Act enhancing justice for families harmed by lead,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,1863,An Act relative to tort actions for latent diseases,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,James Dunbar,"Massachusetts Chemistry & Technology Alliance, Inc",House Bill,1961,An Act relative to emergency paid sick time,Neutral,$0.00,N/A
